Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
1563,Romelu Lukaku\Romelu-Lukaku,be BEL,FW,Everton,eng Premier League,22,1993,37,36,3169,35.2,18,6,17,1,2,3,0,0.51,0.17,0.68,0.48,0.65,Matches
1564,Assani Lukimya-Mulongoti\Assani-Lukimya-Mulongoti,cd COD,DF,Werder Bremen,de Bundesliga,29,1986,12,10,914,10.2,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
1565,Senad Luli?\Senad-Lulic,ba BIH,DFMF,Lazio,it Serie A,29,1986,30,28,2348,26.1,3,3,3,0,0,10,1,0.11,0.11,0.23,0.11,0.23,Matches
1566,Antonio Luna\Antonio-Luna,es ESP,DF,Eibar,es La Liga,24,1991,15,12,1003,11.1,0,1,0,0,0,2,0,0.00,0.09,0.09,0.00,0.09,Matches
1567,Fabian Lustenberger\Fabian-Lustenberger,ch SUI,MFDF,Hertha BSC,de Bundesliga,27,1988,30,30,2528,28.1,1,0,1,0,0,5,0,0.04,0.00,0.04,0.04,0.04,Matches
1568,Germán Lux\German-Lux,ar ARG,GK,La Coruña,es La Liga,33,1982,29,29,2556,28.4,0,0,0,0,0,5,1,0.00,0.00,0.00,0.00,0.00,Matches
1569,Jordan Lyden\Jordan-Lyden,au AUS,MFDF,Aston Villa,eng Premier League,19,1996,4,2,153,1.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
1570,Cheikh M'Bengue\Cheikh-MBengue,sn SEN,DF,Rennes,fr Ligue 1,27,1988,23,21,1896,21.1,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
1571,Hicham M'Laab\Hicham-MLaab,fr FRA,FWMF,Nantes,fr Ligue 1,25,1990,2,0,29,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
1572,Paul-Jose M'Poku\Paul-Jose-MPoku,cd COD,FWMF,Chievo,it Serie A,23,1992,20,6,764,8.5,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
1573,Yann M'Vila\Yann-MVila,fr FRA,MF,Sunderland,eng Premier League,25,1990,37,36,3186,35.4,1,4,1,0,0,1,0,0.03,0.11,0.14,0.03,0.14,Matches
1574,Edwin Maanane\Edwin-Maanane,fr FRA,FW,Reims,fr Ligue 1,20,1995,1,0,15,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
1575,Christopher Maboulou\Christopher-Maboulou,cg CGO,FW,Bastia,fr Ligue 1,25,1990,9,2,243,2.7,0,1,0,0,0,0,0,0.00,0.37,0.37,0.00,0.37,Matches
1576,Massimo Maccarone\Massimo-Maccarone,it ITA,FW,Empoli,it Serie A,35,1979,37,35,2745,30.5,13,5,12,1,1,4,0,0.43,0.16,0.59,0.39,0.56,Matches
1577,Shaun MacDonald\Shaun-MacDonald,wls WAL,MF,Bournemouth,eng Premier League,27,1988,3,0,31,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
1578,Zinédine Machach\Zinedine-Machach,fr FRA,MFFW,Toulouse,fr Ligue 1,19,1996,16,10,853,9.5,1,1,1,0,0,4,0,0.11,0.11,0.21,0.11,0.21,Matches
1579,Lévy Madinda\Levy-Madinda,ga GAB,MF,Celta Vigo,es La Liga,23,1992,1,0,2,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
1580,Christian Maggio\Christian-Maggio,it ITA,DF,Napoli,it Serie A,33,1982,8,4,398,4.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
1581,Francesco Magnanelli\Francesco-Magnanelli,it ITA,MF,Sassuolo,it Serie A,30,1984,34,34,3060,34.0,1,1,1,0,0,8,0,0.03,0.03,0.06,0.03,0.06,Matches
1582,Riyad Mahrez\Riyad-Mahrez,dz ALG,MF,Leicester City,eng Premier League,24,1991,37,36,3034,33.7,17,11,13,4,6,1,0,0.50,0.33,0.83,0.39,0.71,Matches
1583,Raffaele Maiello\Raffaele-Maiello,it ITA,MF,Empoli,it Serie A,24,1991,12,4,474,5.3,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
1584,Domenico Maietta\Domenico-Maietta,it ITA,DF,Bologna,it Serie A,32,1982,19,18,1559,17.3,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches
1585,Modibo Maïga\Modibo-Maiga,ml MLI,FWMF,West Ham,eng Premier League,27,1987,3,0,27,0.3,1,0,1,0,0,0,0,3.33,0.00,3.33,3.33,3.33,Matches
1586,Mike Maignan\Mike-Maignan,fr FRA,GK,Lille,fr Ligue 1,19,1995,4,3,289,3.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
1587,Diego Mainz\Diego-Mainz,es ESP,DF,Granada,es La Liga,32,1982,5,4,406,4.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
1588,Abdul Majeed Waris\Abdul-Majeed-Waris,gh GHA,FW,Lorient,fr Ligue 1,23,1991,21,20,1651,18.3,11,3,9,2,2,1,1,0.60,0.16,0.76,0.49,0.65,Matches
1589,Jean-Victor Makengo\Jean-Victor-Makengo,fr FRA,MF,Caen,fr Ligue 1,17,1998,10,5,435,4.8,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
1590,Nikola Maksimovi?\Nikola-Maksimovic,rs SRB,DF,Torino,it Serie A,23,1991,16,16,1440,16.0,0,1,0,0,0,2,0,0.00,0.06,0.06,0.00,0.06,Matches
1591,Steed Malbranque\Steed-Malbranque,fr FRA,MFFW,Lyon,fr Ligue 1,35,1980,11,5,403,4.5,0,1,0,0,0,0,0,0.00,0.22,0.22,0.00,0.22,Matches
1592,Malcom\Malcom,br BRA,FWMF,Bordeaux,fr Ligue 1,18,1997,12,5,536,6.0,1,1,1,0,0,0,0,0.17,0.17,0.34,0.17,0.34,Matches
1593,Kévin Malcuit\Kevin-Malcuit,ma MAR,DFMF,Saint-Étienne,fr Ligue 1,24,1991,9,9,712,7.9,0,1,0,0,0,3,2,0.00,0.13,0.13,0.00,0.13,Matches
1594,Yunus Mall?\Yunus-Malli,tr TUR,MF,Mainz 05,de Bundesliga,23,1992,34,33,2778,30.9,11,4,10,1,1,0,0,0.36,0.13,0.49,0.32,0.45,Matches
1595,Wallyson Mallmann\Wallyson-Mallmann,br BRA,FWMF,Nice,fr Ligue 1,21,1994,17,8,748,8.3,0,2,0,0,0,4,0,0.00,0.24,0.24,0.00,0.24,Matches
1596,Hugo Mallo\Hugo-Mallo,es ESP,DF,Celta Vigo,es La Liga,24,1991,34,33,2942,32.7,1,4,1,0,0,9,0,0.03,0.12,0.15,0.03,0.15,Matches
1597,Rey Manaj\Rey-Manaj,al ALB,FW,Inter,it Serie A,18,1997,4,0,36,0.4,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
1598,Vincent Manceau\Vincent-Manceau,fr FRA,DF,Angers,fr Ligue 1,26,1989,27,27,2385,26.5,0,1,0,0,0,2,0,0.00,0.04,0.04,0.00,0.04,Matches
1599,Matteo Mancosu\Matteo-Mancosu,it ITA,FW,Bologna,it Serie A,30,1984,9,3,329,3.7,1,0,1,0,0,0,0,0.27,0.00,0.27,0.27,0.27,Matches
1600,Matteo Mancosu\Matteo-Mancosu,it ITA,FW,Carpi,it Serie A,30,1984,12,7,578,6.4,1,0,0,1,1,2,0,0.16,0.00,0.16,0.00,0.00,Matches
1601,Steve Mandanda\Steve-Mandanda,fr FRA,GK,Marseille,fr Ligue 1,30,1985,36,36,3240,36.0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches
1602,Aïssa Mandi\Aissa-Mandi,dz ALG,DF,Reims,fr Ligue 1,23,1991,32,32,2859,31.8,5,1,5,0,0,3,1,0.16,0.03,0.19,0.16,0.19,Matches
1603,Mario Mandžuki?\Mario-Mandzukic,hr CRO,FW,Juventus,it Serie A,29,1986,27,24,2040,22.7,10,4,10,0,0,5,0,0.44,0.18,0.62,0.44,0.62,Matches
1604,Sadio Mané\Sadio-Mane,sn SEN,MFFW,Southampton,eng Premier League,23,1992,37,30,2597,28.9,11,6,11,0,1,5,2,0.38,0.21,0.59,0.38,0.59,Matches
1605,Eliaquim Mangala\Eliaquim-Mangala,fr FRA,DF,Manchester City,eng Premier League,24,1991,23,23,2009,22.3,0,0,0,0,0,8,0,0.00,0.00,0.00,0.00,0.00,Matches
1606,Kader Mangane\Kader-Mangane,sn SEN,DFMF,Gazélec Ajaccio,fr Ligue 1,32,1983,31,28,2556,28.4,1,1,1,0,0,7,0,0.04,0.04,0.07,0.04,0.07,Matches
1607,Thomas Mangani\Thomas-Mangani,fr FRA,MF,Angers,fr Ligue 1,28,1987,33,31,2486,27.6,5,4,2,3,4,5,1,0.18,0.14,0.33,0.07,0.22,Matches
1608,Alex Manninger\Alex-Manninger,at AUT,GK,Augsburg,de Bundesliga,38,1977,2,1,94,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
1609,Vito Mannone\Vito-Mannone,it ITA,GK,Sunderland,eng Premier League,27,1988,19,19,1710,19.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
1610,Kostas Manolas\Kostas-Manolas,gr GRE,DF,Roma,it Serie A,24,1991,37,36,3122,34.7,2,2,2,0,0,7,0,0.06,0.06,0.12,0.06,0.12,Matches
1611,Javier Manquillo\Javier-Manquillo,es ESP,DF,Marseille,fr Ligue 1,21,1994,31,31,2669,29.7,0,1,0,0,0,2,0,0.00,0.03,0.03,0.00,0.03,Matches
1612,Manu\Manu,es ESP,GK,La Coruña,es La Liga,29,1986,8,7,683,7.6,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
1613,Manucho\Manucho,ao ANG,FW,Rayo Vallecano,es La Liga,32,1983,28,5,966,10.7,4,1,4,0,0,3,0,0.37,0.09,0.47,0.37,0.47,Matches
1614,José Manuel Jurado\Jose-Manuel-Jurado,es ESP,MF,Watford,eng Premier League,29,1986,27,27,2007,22.3,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
1615,Juan Manuel Vargas\Juan-Manuel-Vargas,pe PER,DF,Betis,es La Liga,31,1983,20,20,1718,19.1,2,4,2,0,0,6,1,0.10,0.21,0.31,0.10,0.31,Matches
1616,Florian Marange\Florian-Marange,fr FRA,DFMF,Bastia,fr Ligue 1,29,1986,24,19,1666,18.5,0,1,0,0,0,6,0,0.00,0.05,0.05,0.00,0.05,Matches
1617,Marcelo\Marcelo,br BRA,DF,Real Madrid,es La Liga,27,1988,30,28,2474,27.5,2,3,2,0,0,2,0,0.07,0.11,0.18,0.07,0.18,Matches
1618,Marcelo\Marcelo,br BRA,DF,Hannover 96,de Bundesliga,28,1987,19,19,1710,19.0,1,0,1,0,0,4,0,0.05,0.00,0.05,0.05,0.05,Matches
1619,Giovanni Marchese\Giovanni-Marchese,it ITA,DF,Genoa,it Serie A,30,1984,11,7,664,7.4,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches
1620,Federico Marchetti\Federico-Marchetti,it ITA,GK,Lazio,it Serie A,32,1983,29,29,2547,28.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
1621,Claudio Marchisio\Claudio-Marchisio,it ITA,MF,Juventus,it Serie A,29,1986,23,23,1927,21.4,0,2,0,0,0,8,0,0.00,0.09,0.09,0.00,0.09,Matches
1622,Óscar de Marcos\Oscar-de-Marcos,es ESP,DFMF,Athletic Club,es La Liga,26,1989,34,33,2884,32.0,1,3,1,0,0,6,0,0.03,0.09,0.12,0.03,0.12,Matches
1623,Enzo Maresca\Enzo-Maresca,it ITA,MF,Palermo,it Serie A,35,1980,15,10,988,11.0,1,0,1,0,0,3,0,0.09,0.00,0.09,0.09,0.09,Matches
1624,José Mari\Jose-Mari,es ESP,MF,Levante,es La Liga,27,1987,12,10,790,8.8,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches
1625,José María Giménez\Jose-Maria-Gimenez,uy URU,DF,Atlético Madrid,es La Liga,20,1995,27,27,2430,27.0,1,1,1,0,0,8,0,0.04,0.04,0.07,0.04,0.07,Matches
1626,Mariano\Mariano,br BRA,DF,Sevilla,es La Liga,29,1986,23,18,1697,18.9,0,3,0,0,0,6,0,0.00,0.16,0.16,0.00,0.16,Matches
1627,Adrian Mariappa\Adrian-Mariappa,jm JAM,DF,Crystal Palace,eng Premier League,28,1986,3,3,255,2.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
1628,Adrián Marín\Adrian-Marin,es ESP,DF,Villarreal,es La Liga,18,1997,11,10,927,10.3,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
1629,Diego Mariño\Diego-Marino,es ESP,GK,Levante,es La Liga,25,1990,23,23,2070,23.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
1630,Dominic Maroh\Dominic-Maroh,si SVN,DF,Köln,de Bundesliga,28,1987,25,23,2124,23.6,2,1,2,0,0,7,0,0.08,0.04,0.13,0.08,0.13,Matches
1631,Javi Márquez\Javi-Marquez,es ESP,MF,Granada,es La Liga,29,1986,19,16,1311,14.6,0,1,0,0,0,6,0,0.00,0.07,0.07,0.00,0.07,Matches
1632,Rafael Márquez\Rafael-Marquez,mx MEX,DF,Hellas Verona,it Serie A,36,1979,9,9,757,8.4,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
1633,Marquinho\Marquinho,br BRA,MF,Udinese,it Serie A,29,1986,11,4,451,5.0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
1634,Marquinhos\Marquinhos,br BRA,DF,Paris S-G,fr Ligue 1,21,1994,29,20,1925,21.4,1,0,1,0,0,1,0,0.05,0.00,0.05,0.05,0.05,Matches
1635,Luca Marrone\Luca-Marrone,it ITA,MF,Hellas Verona,it Serie A,25,1990,12,10,872,9.7,0,3,0,0,0,3,0,0.00,0.31,0.31,0.00,0.31,Matches
1636,Luca Marrone\Luca-Marrone,it ITA,MFDF,Carpi,it Serie A,25,1990,9,9,723,8.0,1,0,1,0,0,4,0,0.12,0.00,0.12,0.12,0.12,Matches
1637,Roger Martí\Roger-Marti,es ESP,FW,Levante,es La Liga,24,1991,16,7,655,7.3,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches
1638,Anthony Martial\Anthony-Martial,fr FRA,MFFW,Manchester Utd,eng Premier League,19,1995,31,29,2632,29.2,11,4,11,0,0,2,0,0.38,0.14,0.51,0.38,0.51,Matches
1639,Anthony Martial\Anthony-Martial,fr FRA,FW,Monaco,fr Ligue 1,19,1995,3,2,203,2.3,0,1,0,0,0,0,0,0.00,0.44,0.44,0.00,0.44,Matches
1640,Johan Martial\Johan-Martial,fr FRA,DF,Troyes,fr Ligue 1,24,1991,8,7,569,6.3,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
1641,Jonas Martin\Jonas-Martin,fr FRA,MF,Montpellier,fr Ligue 1,25,1990,36,35,3134,34.8,4,3,2,2,2,5,0,0.11,0.09,0.20,0.06,0.14,Matches
1642,Marvin Martin\Marvin-Martin,fr FRA,MF,Lille,fr Ligue 1,27,1988,12,4,424,4.7,0,1,0,0,0,1,0,0.00,0.21,0.21,0.00,0.21,Matches
1643,Russell Martin\Russell-Martin,sct SCO,DF,Norwich City,eng Premier League,29,1986,30,30,2698,30.0,3,0,3,0,0,4,1,0.10,0.00,0.10,0.10,0.10,Matches
1644,Cuco Martina\Cuco-Martina,cw CUW,DF,Southampton,eng Premier League,25,1989,15,11,1085,12.1,1,1,1,0,0,1,0,0.08,0.08,0.17,0.08,0.17,Matches
1645,Luca Martinelli\Luca-Martinelli,it ITA,DF,Empoli,it Serie A,26,1988,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
1646,Carlos Martínez\Carlos-Martinez,es ESP,DF,Real Sociedad,es La Liga,29,1986,10,6,543,6.0,0,1,0,0,0,2,0,0.00,0.17,0.17,0.00,0.17,Matches
1647,Iñigo Martínez\Inigo-Martinez,es ESP,DF,Real Sociedad,es La Liga,24,1991,30,30,2700,30.0,1,0,1,0,0,7,0,0.03,0.00,0.03,0.03,0.03,Matches
1648,Jackson Martínez\Jackson-Martinez,co COL,FW,Atlético Madrid,es La Liga,28,1986,15,8,658,7.3,2,2,2,0,0,0,0,0.27,0.27,0.55,0.27,0.55,Matches
1649,Javi Martínez\Javi-Martinez,es ESP,DFMF,Bayern Munich,de Bundesliga,26,1988,16,11,1107,12.3,1,1,1,0,0,2,0,0.08,0.08,0.16,0.08,0.16,Matches
1650,Josef Martínez\Josef-Martinez,ve VEN,FW,Torino,it Serie A,22,1993,21,10,923,10.3,3,1,3,0,0,0,0,0.29,0.10,0.39,0.29,0.39,Matches
1651,Pablo Martinez\Pablo-Martinez,fr FRA,DF,Gazélec Ajaccio,fr Ligue 1,26,1989,28,26,2204,24.5,0,1,0,0,0,4,0,0.00,0.04,0.04,0.00,0.04,Matches
1652,Raphael Martinho\Raphael-Martinho,br BRA,MF,Carpi,it Serie A,27,1988,11,10,679,7.5,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
1653,Jonathan Martins Pereira\Jonathan-Martins-Pereira,fr FRA,DF,Troyes,fr Ligue 1,29,1986,11,11,899,10.0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches
1654,Jonathan Martins Pereira\Jonathan-Martins-Pereira,fr FRA,DF,Guingamp,fr Ligue 1,29,1986,16,16,1382,15.4,0,3,0,0,0,3,0,0.00,0.20,0.20,0.00,0.20,Matches
1655,Joris Marveaux\Joris-Marveaux,mq MTQ,MF,Montpellier,fr Ligue 1,32,1982,9,5,439,4.9,1,0,1,0,0,2,0,0.21,0.00,0.21,0.21,0.21,Matches
1656,Omar Mascarell\Omar-Mascarell,es ESP,MF,Sporting Gijón,es La Liga,22,1993,26,20,1770,19.7,0,1,0,0,0,5,0,0.00,0.05,0.05,0.00,0.05,Matches
1657,Javier Mascherano\Javier-Mascherano,ar ARG,DF,Barcelona,es La Liga,31,1984,32,31,2689,29.9,0,0,0,0,0,9,1,0.00,0.00,0.00,0.00,0.00,Matches
1658,Andrea Masiello\Andrea-Masiello,it ITA,DF,Atalanta,it Serie A,29,1986,29,27,2398,26.6,0,1,0,0,0,7,0,0.00,0.04,0.04,0.00,0.04,Matches
1659,Adam Masina\Adam-Masina,ma MAR,DF,Bologna,it Serie A,21,1994,33,30,2620,29.1,2,3,2,0,0,8,1,0.07,0.10,0.17,0.07,0.17,Matches
1660,Ryan Mason\Ryan-Mason,eng ENG,MF,Tottenham,eng Premier League,24,1991,22,8,805,8.9,1,0,1,0,0,3,0,0.11,0.00,0.11,0.11,0.11,Matches
1661,Hachim Mastour\Hachim-Mastour,ma MAR,FW,Málaga,es La Liga,17,1998,1,0,6,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
1662,Juan Mata\Juan-Mata,es ESP,MF,Manchester Utd,eng Premier League,27,1988,38,34,2889,32.1,6,5,5,1,1,5,1,0.19,0.16,0.34,0.16,0.31,Matches
1663,Tim Matavž\Tim-Matavz,si SVN,FW,Augsburg,de Bundesliga,26,1989,11,3,372,4.1,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
1664,Tim Matavž\Tim-Matavz,si SVN,FW,Genoa,it Serie A,26,1989,7,5,466,5.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
1665,Simão Mate Junior\Simao-Mate-Junior,mz MOZ,MFDF,Levante,es La Liga,27,1988,30,26,2174,24.2,1,0,1,0,0,11,2,0.04,0.00,0.04,0.04,0.04,Matches
1666,Christian Mathenia\Christian-Mathenia,de GER,GK,Darmstadt 98,de Bundesliga,23,1992,33,33,2970,33.0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
1667,William Matheus\William-Matheus,br BRA,DF,Toulouse,fr Ligue 1,25,1990,14,14,1245,13.8,0,1,0,0,0,2,0,0.00,0.07,0.07,0.00,0.07,Matches
1668,Jérémy Mathieu\Jeremy-Mathieu,fr FRA,DF,Barcelona,es La Liga,31,1983,21,12,1269,14.1,0,2,0,0,0,2,0,0.00,0.14,0.14,0.00,0.14,Matches
1669,Lionel Mathis\Lionel-Mathis,fr FRA,MF,Guingamp,fr Ligue 1,33,1981,20,17,1383,15.4,0,1,0,0,0,6,1,0.00,0.07,0.07,0.00,0.07,Matches
1670,Nemanja Mati?\Nemanja-Matic,rs SRB,MF,Chelsea,eng Premier League,26,1988,33,28,2415,26.8,2,2,2,0,0,5,1,0.07,0.07,0.15,0.07,0.15,Matches
1671,Joël Matip\Joel-Matip,cm CMR,DF,Schalke 04,de Bundesliga,23,1991,34,34,3060,34.0,3,3,3,0,0,3,0,0.09,0.09,0.18,0.09,0.18,Matches
1672,Marvin Matip\Marvin-Matip,cm CMR,DF,Ingolstadt 04,de Bundesliga,29,1985,33,32,2925,32.5,2,1,2,0,0,6,0,0.06,0.03,0.09,0.06,0.09,Matches
1673,Jose Matos\Jose-Matos,es ESP,MF,Sevilla,es La Liga,20,1995,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
1674,Ryder Matos\Ryder-Matos,br BRA,FW,Udinese,it Serie A,22,1993,11,4,414,4.6,0,1,0,0,0,1,0,0.00,0.22,0.22,0.00,0.22,Matches
1675,Ryder Matos\Ryder-Matos,br BRA,FWMF,Carpi,it Serie A,22,1993,15,14,1197,13.3,2,0,2,0,0,1,0,0.15,0.00,0.15,0.15,0.15,Matches
1676,Alessandro Matri\Alessandro-Matri,it ITA,FWMF,Lazio,it Serie A,30,1984,19,7,816,9.1,4,1,4,0,0,1,1,0.44,0.11,0.55,0.44,0.55,Matches
1677,Adam Matthews\Adam-Matthews,wls WAL,DF,Sunderland,eng Premier League,23,1992,1,0,37,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
1678,Federico Mattiello\Federico-Mattiello,it ITA,DF,Chievo,it Serie A,20,1995,1,1,90,1.0,0,1,0,0,0,0,0,0.00,1.00,1.00,0.00,1.00,Matches
1679,Blaise Matuidi\Blaise-Matuidi,fr FRA,MF,Paris S-G,fr Ligue 1,28,1987,31,23,2060,22.9,4,6,4,0,0,4,0,0.17,0.26,0.44,0.17,0.44,Matches
1680,Matuzalém\Matuzalem,br BRA,MF,Hellas Verona,it Serie A,35,1980,7,2,210,2.3,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
1681,Robin Maulun\Robin-Maulun,fr FRA,MF,Bordeaux,fr Ligue 1,18,1996,1,0,51,0.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
1682,Neal Maupay\Neal-Maupay,fr FRA,FWMF,Saint-Étienne,fr Ligue 1,18,1996,15,5,525,5.8,1,2,1,0,0,3,0,0.17,0.34,0.51,0.17,0.51,Matches
1683,José Mauri\Jose-Mauri,it ITA,MF,Milan,it Serie A,19,1996,5,3,245,2.7,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
1684,Stefano Mauri\Stefano-Mauri,it ITA,MFFW,Lazio,it Serie A,35,1980,12,6,505,5.6,1,1,1,0,0,0,0,0.18,0.18,0.36,0.18,0.36,Matches
1685,Nicolas Maurice-Belay\Nicolas-Maurice-Belay,fr FRA,MFFW,Bordeaux,fr Ligue 1,30,1985,18,15,1282,14.2,1,2,1,0,0,2,0,0.07,0.14,0.21,0.07,0.21,Matches
1686,Maurício\Mauricio,br BRA,DF,Lazio,it Serie A,26,1988,24,19,1923,21.4,0,0,0,0,0,14,1,0.00,0.00,0.00,0.00,0.00,Matches
1687,Clément Maury\Clement-Maury,fr FRA,GK,Gazélec Ajaccio,fr Ligue 1,29,1985,34,34,3060,34.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
1688,Chris Mavinga\Chris-Mavinga,cd COD,DF,Troyes,fr Ligue 1,24,1991,20,19,1584,17.6,0,1,0,0,0,7,1,0.00,0.06,0.06,0.00,0.06,Matches
1689,Mërgim Mavraj\Mergim-Mavraj,al ALB,DF,Köln,de Bundesliga,29,1986,12,11,991,11.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
1690,Rio Mavuba\Rio-Mavuba,fr FRA,MF,Lille,fr Ligue 1,31,1984,35,31,2807,31.2,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches
1691,Philipp Max\Philipp-Max,de GER,DF,Augsburg,de Bundesliga,21,1993,26,23,2106,23.4,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
1692,Eric Maxim Choupo-Moting\Eric-Maxim-Choupo-Moting,cm CMR,MFFW,Schalke 04,de Bundesliga,26,1989,28,21,1864,20.7,6,2,6,0,0,1,0,0.29,0.10,0.39,0.29,0.39,Matches
1693,Alexandru Maxim\Alexandru-Maxim,ro ROU,MF,Stuttgart,de Bundesliga,25,1990,25,9,1059,11.8,1,5,1,0,0,1,0,0.08,0.42,0.51,0.08,0.51,Matches
1694,Maxwell\Maxwell,br BRA,DF,Paris S-G,fr Ligue 1,33,1981,28,24,2226,24.7,3,3,3,0,0,0,0,0.12,0.12,0.24,0.12,0.24,Matches
1695,Kévin Mayi\Kevin-Mayi,ga GAB,MFFW,Gazélec Ajaccio,fr Ligue 1,22,1993,23,8,958,10.6,3,1,3,0,0,1,0,0.28,0.09,0.38,0.28,0.38,Matches
1696,Borja Mayoral\Borja-Mayoral,es ESP,FW,Real Madrid,es La Liga,18,1997,6,3,280,3.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
1697,Kevin Mbabu\Kevin-Mbabu,ch SUI,DF,Newcastle Utd,eng Premier League,20,1995,3,2,143,1.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
1698,Jerry Mbakogu\Jerry-Mbakogu,ng NGA,FW,Carpi,it Serie A,22,1992,24,20,1692,18.8,2,2,1,1,3,2,0,0.11,0.11,0.21,0.05,0.16,Matches
1699,Kylian Mbappé\Kylian-Mbappe,fr FRA,MFFW,Monaco,fr Ligue 1,16,1998,11,2,296,3.3,1,1,1,0,0,1,0,0.30,0.30,0.61,0.30,0.61,Matches
1700,Ibrahima Mbaye\Ibrahima-Mbaye,sn SEN,DF,Bologna,it Serie A,20,1994,15,11,978,10.9,0,0,0,0,0,3,1,0.00,0.00,0.00,0.00,0.00,Matches
1701,Chancel Mbemba\Chancel-Mbemba,cd COD,DF,Newcastle Utd,eng Premier League,20,1994,33,33,2923,32.5,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches
1702,Nolan Mbemba\Nolan-Mbemba,cg CGO,FW,Lille,fr Ligue 1,20,1995,1,1,65,0.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
1703,Dieumerci Mbokani\Dieumerci-Mbokani,cd COD,FW,Norwich City,eng Premier League,29,1985,29,15,1595,17.7,7,1,7,0,0,0,0,0.39,0.06,0.45,0.39,0.45,Matches
1704,James McArthur\James-McArthur,sct SCO,MF,Crystal Palace,eng Premier League,27,1987,28,26,2185,24.3,2,2,2,0,0,5,0,0.08,0.08,0.16,0.08,0.16,Matches
